score,id,name,status,link,urlname,description,created,city,untranslated_city,country,localized_country_name,localized_location,state,join_mode,visibility,lat,lon,members,organizer_id,organizer_name,organizer_bio,timezone,category_id,category_name
1.0,30579801,"Billy No-Mates! 🧸 Drinking, Chatting and Drinking more 🍻",active,https://www.meetup.com/Billy-No-Mates/,Billy-No-Mates,"<p>Got no mates? Have the charisma of a yeast infection? Hate backpackers?&nbsp;#metoo</p>
<p><span>Every 3 weeks or so, I invite a bunch of random people to join an awkward congregation around a big table and have forced, painful dialogue with others they share no common interests with. Why? Just for my personal amusement to be honest.</span></p>
<p><span>God knows why but real people do actually show up. Check the photo album--don't just take my word for it! And it's a good mix of people rather than just sweaty old men, unlike some other meetups.</span> <br></p>
<p>🌞 = Big yellow table in W Market near Cheers 2<br>☔ = Outside Cheers 1 under umbrellas</p>
<p><span>Backpackers with dreds and elephant pants, this group isn't for you--go to Khao San and slap some bongo drums outside a hostel instead. A bath wouldn't hurt either.</span><br></p>
<p>Rules:</p>
<p>1. It's not a networking event so let's try and keep the work talk to a minimum cos it's BORING!</p>
<p>2. Drugs, aggression or sexual harassment will get you banned.</p>
<p><span>Line group:</span><br></p>
<p>https://line.me/R/ti/g/GL5NGU5oXB</p>",1542977734,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,1422,254599890,Jonny Holmes,,Asia/Bangkok,31,Socializing
1.0,31966450,Learning Language day. Let’s say something.,active,https://www.meetup.com/meetup-group-ZSxXobud/,meetup-group-ZSxXobud,"<p>This group is about languages learning and having fun. It is for anyone who is interested to learn Thai or practice your English. We can help each other in this group. </p>
<p>Details: <br>Thai people are normally friendly but sometimes it’s difficult to communicate with them because of the language barrier. Why don’t you come and learn or practice your Thai with us? You can understand Thai people, live or stay in Thailand much easier. Come and Join us! Everyone is welcome.!</p>
<p>กลุ่มนี้หลัก ๆ จะมีกิจกรรมแลกเปลี่ยนภาษา หรือกิจกรรมที่เพื่อน ๆ ในกลุ่มได้มีโอกาสโอกาสอยากฝึกภาษาเพิ่มเติม <br>เพื่อให้เพื่อน ๆ ได้พบปะพูดคุยกับชาวต่างชาติจากกลุ่มนี้ครับ สำหรับใครที่สนใจที่จะช่วยสอนภาษาให้กับต่างชาติ สามารถลองหาหัวข้อบทสนทนาเพื่อช่วยให้คนไทยและชาวต่างชาติเข้าใจกันมากขึ้น และหวังว่ากลุ่มนี้จะช่วยในเรื่องของพัฒนาภาษา, ได้เพื่อนและสังคมใหม่ ๆ เพิ่มเติมนะครับ</p>
<p>Basically, we meet at a cozy places in downtown Bangkok on Saturday or there might be some occasional activities on weekdays. Get some (non-alcohol) drink, relax, make new friends, help, learn and practice languages together. Hope this community will be beneficial for all of you. :)</p>",1558352471,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,921,195513812,Mr-Bakery Loaff,,Asia/Bangkok,16,Language & Ethnic Identity
1.0,22960458,BKK Fun (Events and Activities with Friends in Bangkok),active,https://www.meetup.com/BKK-Fun/,BKK-Fun,"<p>Welcome to BKKfun.com&nbsp;</p>
<p>It's Fun with Friends in Bangkok!</p>
<p>Meet other Thai nationals, Expats, International visitors and join in the FUN! Come join Bangkok residents and other fellow minglers for fun, friendship and maybe more!&nbsp;</p>
<p>BKKFun.com &nbsp;is a comprehensive up-to-date resource for Bangkok activities and connect with friends to do fun things in Bangkok, Thailand and beyond.</p>
<p>No membership fees are required, you only pay for the events you attend.</p>
<p>We are planning parties, music, cultural and sporting events, weekend trips, lunches, dinners, wine tasting, nightlife activities, Thai and English language classes. bike rides and much more.</p>
<p>All are welcome. Whether you live here full time, part time or just passing through, We all want to have fun with real people here in Bangkok.</p>
<p>Thank you for joining us! Please tell your friends!&nbsp;</p>
<p>Join our Facebook group too:&nbsp;<a href=""https://www.facebook.com/groups/funinbangkok/"">https://www.facebook.com/groups/funinbangkok/</a> <br></p>
<p>Keith</p>
<p>PS: &nbsp;Our group is all about hosting great events. We always need event hosts!</p>
<p>Please click here to learn how you can help us lead events:</p>
<p><a href=""https://www.meetup.com/BKK-Fun/messages/boards/thread/51556202"">https://www.meetup.com/BKK-Fun/messages/boards/thread/51556202</a> <br></p>
<p>Also, if by chance you find yourself in Southern California USA, please join our sister group: SoCalSingles.com,&nbsp;<a href=""http://www.socalsingles.com/"">http://www.SoCalSingles.com</a><br></p>",1490111880,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,3776,224182163,Keith,,Asia/Bangkok,31,Socializing
1.0,25510427,Wonder Women of Bangkok 🙅🏾🙅🏽🙅🏼🙅🏿🙅🏻,active,https://www.meetup.com/Wonder-Women-of-Bangkok/,Wonder-Women-of-Bangkok,"<p>This group is for strong, independent women who are living in Bangkok. We are looking to build a community of fierce women to socialize, have adventures and support each other. If this sounds like something you would like to be part of then please send a request. Positive vibes only please 😘🙅🏻 <br>We will be open to meeting for any activity - dinner, drinks, exercise, cinema, travel. We have also started to promote and support female led events and projects in Bangkok and are engaged in a number of community events. You can follow our instagram too! @wonderwomenbkk</p>",1502939715,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,approval,public_limited,13.73,100.5,2320,193727076,Hannah 🙅🏻,,Asia/Bangkok,31,Socializing
1.0,31733152,Bangkok Latin Dance Meetup,active,https://www.meetup.com/Bangkok-Latin-Dance-Meetup/,Bangkok-Latin-Dance-Meetup,"<p>Any one interested in Salsa, Bacchata, Merengue, Cha Cha Cha, Kizomba, Souk or any other form of Latin Dance can join this group.</p> 
<p>We will be arranging meetups for social dance and party as well as for dance lessons.</p>",1556244514,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,353,85955192,AMIT SINGH,"I am a Chartered Accountant from India and currently working in Bangkok as Head Finance, Accounts and Taxation. I love adventure, sports and socialization.",Asia/Bangkok,5,Dancing
1.0,7917862,Japanese Class,active,https://www.meetup.com/Japanese-Class/,Japanese-Class,"<p>This is gathering about ""Japan"", learning Japanese, culture, manners, talking and talking... You can get something natural knowledge about Japan that is not taught in school... for FREE!!!</p>
<p><a href=""http://www.facebook.com/NPR.JC"">www.facebook.com/NPR.JC</a></p>
<p>■Greeting <br> This Japanese Class is ""Free Talk"" style of lesson. Any people who wants to learn Japanese can join us even the Beginner! There are several Japanese knowledge in our member from beginner to expert! It's great welcome to join our Japanese Class if you want to learn it :) Yokoso!</p>
<p>■Rule <br> Our rule is only ""enjoy"" to learn Japanese. That's all!</p>
<p>■Prohibited Matter <br> - Don't invite to any Network Business <br> <span>- Don't do any Harassment <br> *If the above prohibition is discovered, then it will be subject to withdrawal</span></p>",1365094381,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,4324,70778042,TOSHIO KARIBE,,Asia/Bangkok,16,Language & Ethnic Identity
1.0,18897669,Bangkok Walking Adventures,active,https://www.meetup.com/Bangkok-Walking-Adventures/,Bangkok-Walking-Adventures,"<p>Join us on our walking discoveries through the city's many districts, be it in the Old Town, the business districts, along the river or elsewhere. We're always interested in finding out more about the weird and wonderful back streets of Bangkok. Interested? Sign up! :)</p>",1441338392,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,1720,188879587,Les,,Asia/Bangkok,6,Education & Learning
1.0,18260682,Bangkok Culture Buddies - BCB,active,https://www.meetup.com/Bangkok-Culture-Buddies/,Bangkok-Culture-Buddies,"<p>A fun and active way to learn, advance and exchange your English, Thai, Japanese, Korean, Chinese... or any new languages from our active members. It's not only about the language, but also about learning and experience new cultures via interactions with new friends from around the world!</p>
<p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/5/6/3/e/600_459322078.jpeg""></p>
<p>Our meetup concept:<i> <b>We can learn a new language better with culture knowledge and we can know a culture deeper with language capability!</b></i> &lt;br&gt;</p>
<p><b>Activities&nbsp;</b></p>
<p>•&nbsp;Have dinners or coffee, watch a movie, go for an outdoor trip, visit a member's house....</p>
<p>Or join&nbsp;<a href=""https://www.facebook.com/groups/Bangkok.Culture.Buddies/"">our FB group here</a>&nbsp;:)</p>
<p>--------</p>
<p> <br></p>
<p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/8/b/e/c/600_453035820.jpeg""></p>
<p>&lt;br&gt;</p>
<p> <br></p>",1418902838,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,4028,195629883,Tom Taras tbfc100,,Asia/Bangkok,16,Language & Ethnic Identity
1.0,28369635,Bangkok Expat Social Drinks Club,active,https://www.meetup.com/Bangkok-Expat-Social-Drinks-Club/,Bangkok-Expat-Social-Drinks-Club,"<p>The Bangkok Expat Social Drinks Club is a Meetup group that we were searching for but couldn't find. No gimmicks, no exclusions just a bunch of legends that share a common love for a few after work wets &amp; some reasonable chat between friends. I imagine that some of these events may end up going late in to the night but only if the Procecco is fresh and the beers are cold. </p>
<p>It can be quite daunting socializing &amp; putting a circle of friends together when moving to a new city. A little less daunting after 6 or 7 Changs or whiskey sours are involved though. If you're a person that can relate to that sentiment than this is the Meetup for you. </p>
<p>Think after work drinks on a Friday afternoon as soon as it's culturally appropriate. Think of cocktails on a Sunday afternoon. Think of downing a regrettable tequila shooter at the bar at 11pm on Saturday before someone bully's you into going to that club you said you'd never go too. </p>
<p>This is what the Bangkok Expat Social Drinks Club is all about. It's a conduit to social &amp; professional networking. It's drinking until you have a team to call you own in this amazing city.</p>",1525344469,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,1899,195351152,Jordan Bews,"Just a small town Brisbane lad traveling about working in the Adventure Tourism Industry. Love a good laugh, a beer and remembering a time when I used to be cool. 
Sticking around Bangkok for the foreseeable future so hit me up!",Asia/Bangkok,31,Socializing
1.0,12181842,Bangkok Satoshi Square (Bitcoin),active,https://www.meetup.com/Bangkok-Satoshi-Square/,Bangkok-Satoshi-Square,"<p>Satoshi Square is an open social event for discussing everything relating to Bitcoin and other&nbsp;cryptocurrencies.</p>
<p>We discuss wide range of topics including, but not limited to:</p>
<p>•&nbsp;Bitcoin and crypto-investment</p>
<p><span>•&nbsp;Blockchain technology</span></p>
<p>•&nbsp;<span>Smart contracts and Ethereum</span></p>
<p><span>•&nbsp;</span><span>General world and financial news</span></p>
<p><span>•&nbsp;New technologies</span></p>
<p>Primarily the meetup consists of networking and socializing over drinks and food while discussing the above topics. We may have presentations from experts and if you are interested in presenting a topic please contact us. Just make sure the topic is relevant to most people and not just a sales pitch.</p>
<p>Please sign up to this event to give us an idea of how many people we will be. If you don't want to sign up you are also welcome to just drop by. You can even come totally anonymously if you want.</p>
<p>Everyone is welcome including all nationalities, genders, ages and regardless of political opinions&nbsp;and level of experience. Please do what you can to help others feel welcome no matter who they are. If you feel bad about anything during the events please let the organizers or restaurant staff know asap.</p>",1389873298,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,3475,13790020,Adam Nybäck,Java and Android developer from Sweden. Staying in Bangkok every year between January and April.,Asia/Bangkok,2,Career & Business
1.0,18943295,Let's Talk Together,active,https://www.meetup.com/Lets-Talk-Together/,Lets-Talk-Together,"<p>https://www.meetup.com/Bangkok-Philosophy-and-Great-Classics-Discussion-Group/<br></p>
<p>Line: 0868140347&nbsp; &nbsp;or poetinasia</p>
<p>Welcome to the group</p>
<p>Here we have a&nbsp;variety of classes. They are held in the townhouse/language school at 58/3 Ramkhamhaeng for the purpose of giving adults the opportunity to improve understanding of vocabulary, grammar, and syntax but with an emphasis on improving conversational skills.</p>
<p> <br></p>",1442556032,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,378,46661732,Steven Sills,I have a Master's degree in great books of the Western canon and teach academic reading and writing classes and basic English foundation classes to education majors.  I am a poet and literary writer.  www.lbadvancedenglish.com  Line: 0868140347,Asia/Bangkok,16,Language & Ethnic Identity
1.0,9421582,Little Bangkok Sangha : Meditation group,active,https://www.meetup.com/Little-Bangkok-Sangha-Meditation-group/,Little-Bangkok-Sangha-Meditation-group,"<p><br>

Hi - welcome to our Little Bangkok Sangha.</p>
<p>When I came to Bangkok in 2001 there was no dharma in English to be found. The temples are all happy to compete for the tourist dollar, but there was no explanations, no sangha, no friends on the path.</p>
<p>So I started the ball rolling. That was 2007. Now we organize lots of events, and bring people together from all kinds of meditation backgrounds.</p>
<p>There are regular dhamma talks, workshops, discussion events, lunches and sometimes retreats. It depends on visiting teachers schedules.</p>
<p>Since we have no permanent venue of our own (yet) we have few costs. Pretty much everything we do is without cost - except for retreats of course - but even those are as low cost as we can make it.</p>
<p>I hope you can join in. If you are new it takes a while for your face and name to be remembered, but you should find an interesting mix of people. (plus a few real oddballs!)</p>
<p>The full website is at www.littlebang.org  - the calendars there feature all events, arranged by us and other groups. Here on Meetup we only feature our own events - that's already a ton of emails that Meetup sends out!!</p>
<p>Hope to meet you.</p>
<p>Pandit Bhikkhu</p>
<p> </p>",1374214486,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,3115,99605662,Pandit,,Asia/Bangkok,22,New Age & Spirituality
1.0,1674052,Bangkok Photographers,active,https://www.meetup.com/Bangkok-Photographers/,Bangkok-Photographers,"<p><span>For information call: <br> 0850624031 (English) <br> 0894886939 (Thai)</span></p>
<p><span>email dcdk@codyphoto.com</span></p>
<p><a href=""http://www.meetup.com/Bangkok-Photographers/"">https://www.facebook.com/groups/BangkokPhotographyGroup/</a></p>
<p><a href=""https://www.facebook.com/DennieCody"">https://www.facebook.com/DennieCody</a></p>
<p><a href=""https://www.facebook.com/profile.php?id=100000052965568&amp;ref=ts"">https://www.facebook.com/profile.php?id=100000052965568&amp;ref=ts</a></p>
<p><a href=""http://www.portfolio-therapy.com"">www.portfolio-therapy.com</a></p>
<p><a href=""http://www.codyphoto.com"">www.codyphoto.com</a></p>
<p>Bangkok Photographers has been organized by DK Khattiya and Dennie Cody to share their years of professional photography knowledge and expertise with those who love photography and want to improve their skills through organized excursions, photo walks, photo tours, 1 on 1 lessons and themed workshops...learning more about photography through the sharing of ideas and information in the process of becoming better photographers. <br> <br> We are also a social group with planned gatherings for members to come together to enjoy new and old friends in a relaxed, fun and informative setting. It is a way to meet other people who share your interest in photography and to network with other photographers who live in, or are traveling through Thailand. <br> <br> Membership is free, as are all social get-togethers, photo walks and most excursions. Our private classes, tours and workshops are normally fee based, clearly posted with sign-up instructions. We strive to keep group activities free. <br> <br> Our goal is to promote photography as a means of personal expression and as a creative activity with the members of the group. We are especially interested in working with the emerging photographer to help develop their talents. <br> <br> We welcome all who share this passion.</p>
<p><a href=""http://www.portfolio-therapy.com""></a></p>
<p>Bangkok Photographers จัดตั้งขึ้นสำหรับผู้รักการถ่ายภาพ เพื่อแลกเปลี่ยนความรู้ ความสนใจและความคิดเห็น อันนำไปสู่การเป็นช่างภาพที่ดีขึ้น</p>
<p>วัตถุประสงค์สำคัญคือการเน็ตเวิร์คกับช่างภาพที่พำนักอาศัยในประเทศไทย หรือช่างภาพที่เดินทางมาแวะเที่ยว นอกจากนี้เพื่อเป็นการพบปะสังสรรค์ พูดคุยกัน แบบสบาย ๆ ทางกลุ่มยินดีอย่างยิ่งที่มีสมาชิกชาวไทยเข้าร่วมอยู่บ้างในขณะนี้ และเราหวังว่าคงจะมีสมาชิกใหม่ชาวไทยที่รักการถ่ายภาพเข้าร่วมกลุ่มมากยิ่งขึ้น เราจะพยายามแปลข้อความเป็นภาษาไทยให้มากที่สุดเท่าที่จะทำได้</p>",1278903418,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,approval,public,13.73,100.5,2197,13457068,Dennie Cody,,Asia/Bangkok,27,Photography
1.0,30449078,Startups in Bangkok,active,https://www.meetup.com/Startups-in-Bangkok/,Startups-in-Bangkok,"<p>Why should you join the Startups in Bangkok Networking Meetup?&nbsp;</p>
<p>Do you want to meet like-minded entrepreneurs? Grow your business faster? Find co-founders or partners?&nbsp;</p>
<p>This meetup facilitates casual networking events that will allow you to make the valuable contacts necessary to grow your startup.</p>
<p>Our Monthly Networking Meetups are organized in dozens of cities around the world, either by volunteers or exclusive Community Leaders in each city.&nbsp;</p>
<p>Other than our monthly Networking events, we also feature events offered by the community (that’s you!).</p>
<p>Another great way for you to network and expand your business connections is to join a coworking space! Members of the group are eligible for up to 15% discount from our partners at WeWork, the world’s leading coworking network!&nbsp;<a href=""https://wework.startupblink.com/"">https://wework.startupblink.com/</a>&nbsp;</p>
<p>What is StartupBlink?&nbsp;</p>
<p>StartupBlink is an interactive global startup ecosystem map and research center featuring tens of thousands of listed startups, coworking spaces, and accelerators. Add yours as well to Bangkok Startup Map -&nbsp;<a href=""https://www.startupblink.com/startups/bangkok+thailand"">https://www.startupblink.com/startups/bangkok+thailand</a></p>
<p>Who organizes the events?</p>
<p>The events are organized by the members of the group. If you like, you can choose the location and take charge of our next monthly networking event (just send us a message). You may also become our exclusive Bangkok Community Leader.&nbsp;<a href=""https://communityleaders.startupblink.com/"">https://communityleaders.startupblink.com/</a> <br></p>
<p>Looking for a coworking space in Bangkok? Check out all the options along with prices, photos, member reviews and more on Coworker.com&nbsp;<a href=""https://www.coworker.com/search/bangkok/thailand"">https://www.coworker.com/search/bangkok/thailand</a></p>
<p><span>All meetups are hosted in accordance with the terms of use posted on&nbsp;</span><a href=""https://www.startupblink.com/blog/terms-conditions/"">https://www.startupblink.com/blog/terms-conditions/</a> <br></p>",1541217734,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,302,266877944,StartupBlink Global Map,,Asia/Bangkok,2,Career & Business
1.0,19479914,Self Empowerment - Bangkok,active,https://www.meetup.com/Self-Empowerment-Bangkok/,Self-Empowerment-Bangkok,"<p>Open to anyone who seek empowerment in professional and personal life. You may be: self empowered, would like to help others to be empowered... Successful and want to achieve higher... Live an ordinary life, yet want life to be better... Have a good life, yet want to do something different... Have lot's of problems, seeking a way out to freedom... Looking for answers... Feels you need to improve yourself in many ways... You are in the right group, I am a life coach, I am here to collaborate with you to help each-other to empower and build extra ordinary lives together... I would like to: Arrange group discussions on intriguing subjects where we meet up and discuss brilliant ideas... Creating a platform to network... Provide you with workshops on personal development... Arrange group coaching sessions... Provide you with opportunities to present yourself or conduct workshops on personal development to the group members... I believe that you are unique, creative and responsible person who is in charge of moving your life forward, and you have the ability to ignite within! Join us and stay tuned for the upcoming meet up!</p>",1454300318,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,1704,198077536,Fernando Hettiyadura,"I'm Fernando. I help individuals achieve their maximum potential in personal and professional lives in creative and inspiring ways... If you would like to master the art of life, feel free to say hi. Kindness and Peace...",Asia/Bangkok,14,Health & Wellbeing
1.0,26508811,CodeSanook Meetup,active,https://www.meetup.com/CodeSanook/,CodeSanook,"<p>This meetup is to discuss about HTML, CSS, and JavaScript and also every resource related.</p>",1509937961,Bangkok,Bangkok,TH,Thailand,"Bangkok, Thailand",,open,public,13.73,100.5,369,105688102,Jose Barbosa,,Asia/Bangkok,34,Tech
